"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","주차 면(주차 가능 차량 수)","현재 주차중인 대수","현재 주차 차량 업데이트 시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","주차장 위치 좌표 위도","주차장 위치 좌표 경도","배정코드","배정코드명"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54313713","126.96046718","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5436578","126.95785783","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54517597","126.95823235","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54350305","126.95805199","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54345328","126.95814255","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5434309","126.95818951","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54533281","126.95841899","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54548637","126.95860883","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54347764","126.95809642","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54344127","126.9599102","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54343828","126.95996512","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54343399","126.96001958","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54545558","126.95857075","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54542485","126.95853271","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54416582","126.95777823","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54386242","126.95776392","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54539414","126.95849474","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5437364","126.95781062","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54335927","126.95891827","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54334679","126.95886607","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54441028","126.95786118","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54344401","126.95985541","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5434253","126.95929262","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5434044","126.95912879","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54482293","126.9580248","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54453307","126.95790974","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54412346","126.95776944","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54403699","126.95775666","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54399416","126.95775285","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54465658","126.95796239","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54461478","126.95794486","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54449208","126.95789367","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54436932","126.95784491","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54395004","126.95775187","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54530224","126.95838112","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54342929","126.95945603","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54342665","126.9593472","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54310159","126.96049772","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54327891","126.96034305","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54457425","126.95792732","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54445122","126.95787744","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54337161","126.95897094","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54333504","126.95881363","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54331341","126.9587067","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54510461","126.95816823","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54536349","126.95845677","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54551726","126.95864731","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54514128","126.95819856","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54506688","126.95814047","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54498718","126.95809497","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54390648","126.95775563","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54486444","126.95804172","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54524039","126.95830513","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54381977","126.95777621","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54425072","126.95779577","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54377763","126.95779146","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54340968","126.95823657","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54342198","126.95923708","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54420819","126.95778697","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54362004","126.95788636","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54358516","126.95792421","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54317268","126.96043663","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54320835","126.96040626","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54474007","126.95799319","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54469845","126.9579782","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54527155","126.95834315","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54478168","126.95800855","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54494607","126.95807628","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54355708","126.95796606","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54352963","126.9580083","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54520858","126.9582684","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54408057","126.95776182","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54339445","126.95907616","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54330902","126.95865111","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54324428","126.9603748","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54490521","126.95805907","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.5434142","126.95918152","PIS02","미배정미점유"
"1546182","효창공원2(구)","용산구 효창동 255-1","NS","노상 주차장","1","시간제 주차장","02-749-5314","0","미연계중","83","0","","Y","유료","N","야간 미개방","0800","1800","0800","1400","0000","0000","2019-06-10 11:05:22","N","무료","Y","유료","0","1117011900001","250","5","250","5","0","0","0","0","0","37.54332317","126.95876156","PIS02","미배정미점유"
